name,brand,description,price,category,photos
"Samsung 65S95C 65"" OLED 4K Smart TV",Samsung,Latest Offers,"360,000৳",tv,https://www.startech.com.bd/image/cache/catalog/television/samsung/55s95c/55s95c-01-500x500.webp
"Sony Bravia XR-65X90K 65"" 4K Ultra HD LED Smart TV",Sony,Latest Offers,"289,900৳",tv,https://www.startech.com.bd/image/cache/catalog/television/sony/bravia-xr-55x90k/xr-55x90k-001-500x500.webp
Sony Bravia XR-65X90L 65-inch 4K Ultra HD Smart TV,Sony,Latest Offers,"296,500৳",tv,https://www.startech.com.bd/image/cache/catalog/television/sony/bravia-xr-65x90l/xr-65x90l-01-500x500.webp
"Sony Bravia XR-85X90K 85"" 4K Ultra HD LED Smart TV",Sony,Latest Offers,"401,000৳",tv,https://www.startech.com.bd/image/cache/catalog/television/sony/bravia-kd-85x90k/bravia-kd-85x90k-01-500x500.webp
"Samsung 75QN95B 75"" Neo QLED UHD 4K Smart TV",Samsung,Latest Offers,"405,000৳",tv,https://www.startech.com.bd/image/cache/catalog/television/samsung/55qn95b/55qn95b-01-500x500.webp
"Samsung 85QN85C 85"" Neo QLED UHD 4K Smart TV",Samsung,Latest Offers,"475,000৳",tv,https://www.startech.com.bd/image/cache/catalog/television/samsung/85qn85c/85qn85c-01-500x500.webp
"Sony Bravia XR 55A80L 55"" 4K Ultra HD OLED Android Google Smart TV",Sony,Latest Offers,"259,900৳",tv,https://www.startech.com.bd/image/cache/catalog/television/sony/xr-55a80l/xr-55a80l-001-500x500.webp
"Samsung 85QN90B 85"" Neo QLED UHD 4K Smart TV",Samsung,Latest Offers,"487,000৳",tv,https://www.startech.com.bd/image/cache/catalog/television/samsung/55qn90b/55qn90b-01-500x500.webp
Sony Bravia KD-85X80L 85 Inch 4K Ultra HD Smart TV,Sony,Latest Offers,"379,900৳",tv,https://www.startech.com.bd/image/cache/catalog/television/sony/bravia-kd-85x80l/bravia-kd-85x80l-001-500x500.webp
Samsung 75QN900B 75 Inch Neo QLED 8K Smart TV With Alexa Built-In,Samsung,Latest Offers,"495,000৳",tv,https://www.startech.com.bd/image/cache/catalog/television/samsung/85qn900b/85qn900b-01-500x500.webp
"Samsung 77S90C 77"" OLED 4K Smart TV",Samsung,Latest Offers,"520,000৳",tv,https://www.startech.com.bd/image/cache/catalog/television/samsung/55s90c/55s90c-01-500x500.webp
"Sony Bravia XR-65A80L 65"" 4K Ultra HD Smart Android OLED Google TV",Sony,Latest Offers,"385,000৳",tv,https://www.startech.com.bd/image/cache/catalog/television/sony/bravia-xr-65a80l/xr-65a80l-01-500x500.webp
Sony Bravia 8 K-65XR80 65 Inch 4K HDR OLED Google TV,Sony,Latest Offers,"450,000৳",tv,https://www.startech.com.bd/image/cache/catalog/television/sony/k-65xr80/k-65xr80-official-001-500x500.webp
Sony Bravia 3 K-85S30 85 Inch 4K UHD Google TV,Sony,Latest Offers,"499,900৳",tv,https://www.startech.com.bd/image/cache/catalog/television/sony/k-43s30/k-43s30-001-500x500.webp
"Smart SEL-100G25F 100"" 4K Voice Control Android Google TV",Smart,Latest Offers,"490,000৳",tv,https://www.startech.com.bd/image/cache/catalog/television/smart/sel-100g25f/sel-100g25f-500x500.webp
Sony Bravia 7 K-75XR70 75 Inch 4K HDR QLED Google TV,Sony,Latest Offers,"490,000৳",tv,https://www.startech.com.bd/image/cache/catalog/television/sony/k-75xr70/k-75xr70-official-500x500.webp
LG evo C3 83 Inch OLED 4K Smart TV with Alexa Built-in,LG,Latest Offers,"795,000৳",tv,https://www.startech.com.bd/image/cache/catalog/television/lg-tv/evo-c3/evo-c3-01-500x500.webp
"Samsung 85QN900B 85"" Neo QLED 8K Smart TV",Samsung,Latest Offers,"845,000৳",tv,https://www.startech.com.bd/image/cache/catalog/television/samsung/85qn900b/85qn900b-01-500x500.webp
Samsung QA98Q80C 98 Inch QLED 4K UHD Smart TV,Samsung,Latest Offers,"1,135,000৳",tv,https://www.startech.com.bd/image/cache/catalog/television/samsung/qn98q80c/qn98q80c-01-500x500.webp
Sony Bravia XR-85X95L 85 Inch 4K Ultra HD Full Array LED Smart TV,Sony,Latest Offers,"899,900৳",tv,https://www.startech.com.bd/image/cache/catalog/television/sony/bravia-xr-85x95l/bravia-xr-85x95l-001-500x500.webp
"Smart SEL-24L22KS 24"" HD Basic LED TV",Smart,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/smart/sel-24l22ks/sel-24l22ks-01-500x500.webp
ROWA 32S52 32 Inch HD Android Smart TV,ROWA,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/rowa/32s52/32s52-01-500x500.webp
Xiaomi A Pro 32 Inch HD Smart Android Google TV (Global Version),XIAOMI,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/xiaomi/mi-a-pro/mi-a-pro-01-500x500.webp
LG 65QNED80 65 Inch QNED LED 4K UHD Smart TV,LG,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/lg-tv/65qned80/65qned80-01-500x500.webp
SINGER S32 SLE32E3AHDTV 32 Inch Frameless HD Basic LED TV,SINGER,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/singer/sle32e3ahdtv/sle32e3ahdtv-01-500x500.webp
"Samsung 32N4010 32"" Basic HD LED TV",Samsung,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/samsung/32n4010/32n4010-500x500.webp
SINGER S32 SLE32E3AGOTV 32 Inch HD Android Google TV,SINGER,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/singer/sle32e3agotv/sle32e3agotv-01-500x500.webp
SINGER E32 SLE32D6100GOTV 32 Inch HD Frameless Android Google TV,SINGER,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/singer/sle32d6100gotv/sle32d6100gotv-01-500x500.webp
"Hisense 32A4F4 32"" Bezelless Smart Android HD TV",Hisense,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/hisense/32a4f4/32a4f4-001-500x500.webp
SINGER E43 SLE43A5000GOTV 43 Inch Full HD Android Smart LED TV,SINGER,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/singer/sle43a5000gotv/sle43a5000gotv-01-500x500.webp
Sony Bravia KD-32W830K 32 Inch HD Smart Google TV (Unofficial),Sony,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/sony/bravia-kd-32w830k/bravia-kd-32w830k-01-500x500.webp
SINGER S50 SLE50G22GOTV 50 Inch Frameless 4K Android Google TV,SINGER,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/singer/sle50g22gotv/sle50g22gotv-01-500x500.webp
ROWA 50U62 50 Inch 4K Android Smart Voice Control Google TV,ROWA,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/rowa/50u62/50u62-01-500x500.webp
Sony Bravia KD-32W830K 32 Inch HD Smart Google TV,Sony,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/sony/bravia-kd-32w830k/kd-32w830k-001-500x500.webp
ROWA 65U62 65 Inch 4K Android Smart Voice Control Google TV,ROWA,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/rowa/55u62/55u62-01-500x500.webp
LG 65NANO95 65-inch NanoCell 8K HDR Cinema Screen Design Smart AI ThinQ Full Array TV,LG,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/lg-tv/65nano95/65nano95-04-500x500.webp
Sony Bravia KD-65X80L 65 Inch 4K Ultra HD Smart LED Android TV,Sony,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/sony/kd-65x80l/bravia-kd-55x80l-001-500x500.webp
"Sony BRAVIA XR-85X90L 85"" 4K HDR Smart LED TV",Sony,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/sony/bravia-xr-85x90l/bravia-xr-85x90l-01-500x500.webp
"Xiaomi Redmi Max 98"" 4K Android Smart LED TV (China Version)",XIAOMI,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/xiaomi/redmi-tv-max/redmi-tv-max-500x500.jpg
JVCO J9TS 32 Inch HD Android Voice Control Smart TV,JVCO,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/jvco/j9ts/j9ts-01-500x500.webp
"LG 32LK510B 32"" HD LED TV",LG,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/lg-tv/32lk510b/32lk510b-01-500x500.jpg
JVCO J9TS 43 Inch Full HD Double Glass Android Voice Control Smart TV,JVCO,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/jvco/j9ts/j9ts-01-500x500.webp
OnePlus 43 Y1G Y Series 43-Inch HD Smart Android TV,OnePlus,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/oneplus/Y1G-1-500x500.webp
ROWA 43U62 43 Inch 4K Android Smart Google TV,ROWA,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/rowa/43u62/43u62-01-500x500.webp
Xiaomi A Pro 43 Inch QLED 4K UHD Smart Android Google TV (Global Version),XIAOMI,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/xiaomi/mi-a-pro/mi-a-pro-43-01-500x500.webp
Haier H50P7UX 50 Inch Voice Control HQLED 4K Smart Google TV,Haier,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/haier/h43p7ux/h43p7ux-01-500x500.webp
SINGER Primax S50-SLE50U5000GOTV 50 Inch 4K Android Google TV,SINGER,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/singer/sle43a5000gotv/sle43a5000gotv-01-500x500.webp
Haier H43K800FX 43 Inch Bezel Less Full HD Google Smart TV,Haier,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/haier/h43k800fx/h43k800fx-02-500x500.webp
Samsung 50DU7700 50 Inch Crystal 4K UHD Smart TV,Samsung,Latest Offers,To be announced,tv,https://www.startech.com.bd/image/cache/catalog/television/samsung/50du7700/50du7700-01-500x500.webp
